"SampleID","S.stat","ind.station","BQI2009","sensitivitylistname","HELCOM_subbasin","STATN","Lat","Lon","WADEP","MYEAR","Date"
"2255649",24,190,12.3104235774659,"EIG1","Kattegat","ANHOLT E",56.66667,12.11667,53.5,2016,"2016-05-09T00:00:00"
"2255655",25,162,12.6890827585702,"EIG1","Kattegat","FLADEN",57.19117,11.66667,67,2016,"2016-05-09T00:00:00"
"2255674",17,81,10.511377947405,"EIG1","Kattegat","SK32",57.83333,11.5,41,2016,"2016-05-16T00:00:00"
"2255675",11,102,9.06638366385412,"EIG1","Kattegat","SK33",57.75,11.51667,43,2016,"2016-05-16T00:00:00"
"2255676",15,119,10.6624713030551,"EIG1","Kattegat","SK35",57.60917,11.625,59,2016,"2016-05-16T00:00:00"
"2255677",32,194,13.4717143421073,"EIG1","Kattegat","SK36",57.505,11.80417,28,2016,"2016-05-12T00:00:00"
"2255685",21,216,11.7364513272455,"EIG1","Kattegat","SW VINGA GF4",57.55,11.525,76,2016,"2016-05-09T00:00:00"
"2294659",37,293,14.3931648796241,"EIG1","Kattegat","N ÖRESUND_1",56.0942,12.59032,37,2017,"2017-05-24T00:00:00"
"2294660",32,246,14.0532316714289,"EIG1","Kattegat","N ÖRESUND_4",56.14332,12.50155,25.8,2017,"2017-05-24T00:00:00"
"2294661",35,267,14.2742418251099,"EIG1","Kattegat","OVF 1_3",56.20117,12.4745,23.2,2017,"2017-05-24T00:00:00"
"2294662",38,209,14.2849951189885,"EIG1","Kattegat","N ÖRESUND_3",56.21703,12.40785,24,2017,"2017-05-24T00:00:00"
"2294675",46,217,15.110418006279,"EIG1","Kattegat","KATTEGATT UTSJÖ_12",56.996,12.04185,50.4,2017,"2017-05-23T00:00:00"
"2294676",22,71,11.796643465428,"EIG1","Kattegat","KATTEGATT UTSJÖ_1",57.03773,11.80013,48.5,2017,"2017-05-23T00:00:00"
"2294683",20,92,11.3397090483127,"EIG1","Kattegat","KATTEGATT UTSJÖ_11",56.73282,12.25385,38.3,2017,"2017-05-23T00:00:00"
"2294691",23,106,12.1881356677992,"EIG1","Kattegat","ANHOLT E",56.6665,12.1165,52.3,2017,"2017-05-23T00:00:00"
"2294699",32,262,13.3822016816004,"EIG1","Kattegat","SK36",57.50467,11.80417,28,2017,"2017-05-22T00:00:00"
"2294701",25,219,12.4352726777542,"EIG1","Kattegat","KATTEGATT UTSJÖ_4",57.5495,11.52483,76,2017,"2017-05-22T00:00:00"
"2294702",11,112,9.25588278042502,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_5",57.56807,11.63618,40.8,2017,"2017-05-22T00:00:00"
"2294705",19,147,11.5053550937493,"EIG1","Kattegat","FLADEN",57.19117,11.66667,67,2017,"2017-05-22T00:00:00"
"2294707",18,151,11.3084726618136,"EIG1","Kattegat","KATTEGATT UTSJÖ_3",57.33718,11.67438,62,2017,"2017-05-22T00:00:00"
"2294709",20,133,11.5485507591832,"EIG1","Kattegat","KATTEGATT UTSJÖ_14",57.44498,11.64035,48.5,2017,"2017-05-22T00:00:00"
"2294710",16,127,10.5563373764319,"EIG1","Kattegat","ONSALA N YTTRE KUST_6",57.49195,11.72142,41.7,2017,"2017-05-22T00:00:00"
"2294716",34,84,14.7005191581661,"EIG1","Kattegat","KATTEGATT UTSJÖ_13",57.16812,11.87272,53.6,2017,"2017-05-22T00:00:00"
"2294873",17,172,10.9627848617134,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_10",57.60917,11.625,59.1,2017,"2017-05-12T00:00:00"
"2294874",15,60,10.2120489482908,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_9",57.61088,11.59275,45.1,2017,"2017-05-12T00:00:00"
"2294875",16,176,10.6479295035058,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_1",57.61508,11.66103,37.7,2017,"2017-05-12T00:00:00"
"2294879",21,82,11.2990191174836,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_7",57.59295,11.62135,40,2017,"2017-05-12T00:00:00"
"2294880",21,112,11.3946624629581,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_4",57.59305,11.67585,37.7,2017,"2017-05-12T00:00:00"
"2294884",27,204,12.5466222692845,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_3",57.60907,11.68737,28.4,2017,"2017-05-12T00:00:00"
"2294887",10,35,8.03903083307892,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_6",57.55158,11.66005,39.1,2017,"2017-05-12T00:00:00"
"2294889",23,136,12.1870540337763,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_2",57.57275,11.68508,32.3,2017,"2017-05-12T00:00:00"
"2294890",9,57,8.15106566820277,"EIG1","Kattegat","GÖTEBORG YTTRE KUST_8",57.58413,11.6477,37.1,2017,"2017-05-12T00:00:00"
"2353030",25,179,12.5671283165242,"EIG1","Kattegat","ANHOLT E",56.6665,12.1165,52.3,2018,"2018-05-17T00:00:00"
"2353031",13,72,9.65499766697794,"EIG1","Kattegat","KATTEGATT UTSJÖ_11",56.73282,12.25385,38.3,2018,"2018-05-17T00:00:00"
"2353042",49,123,16.0287413271669,"EIG1","Kattegat","KATTEGATT_UTSJÖ_2",56.84203,11.96502,35.2,2018,"2018-05-16T00:00:00"
"2353043",26,165,12.6605489039408,"EIG1","Kattegat","KATTEGATT UTSJÖ_12",56.996,12.04185,50.4,2018,"2018-05-16T00:00:00"
"2353066",24,115,12.1711064380027,"EIG1","Kattegat","KATTEGATT UTSJÖ_1",57.03773,11.80013,48.5,2018,"2018-05-15T00:00:00"
"2353067",23,38,12.1701107008183,"EIG1","Kattegat","KATTEGATT UTSJÖ_13",57.16812,11.87272,53.6,2018,"2018-05-15T00:00:00"
"2353068",33,137,13.6607073512891,"EIG1","Kattegat","FLADEN",57.19117,11.66667,67,2018,"2018-05-15T00:00:00"
"2353069",23,165,12.3310973241156,"EIG1","Kattegat","KATTEGATT UTSJÖ_3",57.33718,11.67438,62,2018,"2018-05-15T00:00:00"
"2353070",19,132,11.3038388712595,"EIG1","Kattegat","KATTEGATT UTSJÖ_14",57.44498,11.64035,48.5,2018,"2018-05-15T00:00:00"
"2353071",30,272,13.6206268089019,"EIG1","Kattegat","SW VINGA GF4",57.5495,11.52483,76,2018,"2018-05-15T00:00:00"
"2961122",23,194,12.1087839562452,"EIG1","Kattegat","ONSALA KUST_3",57.50467,11.80417,28,2020,"2020-05-07T00:00:00"
"2961147",32,221,14.1021466941077,"EIG1","Kattegat","SKÄLDERVIKEN_8",56.38392,12.48708,25.2,2020,"2020-05-06T00:00:00"
"2961154",31,206,13.6185911332792,"EIG1","Kattegat","SKÄLDERVIKEN_9",56.33413,12.45923,26.5,2020,"2020-05-06T00:00:00"
"2961157",27,301,13.3184559051927,"EIG1","Kattegat","SKÄLDERVIKEN_6",56.35738,12.51758,25,2020,"2020-05-06T00:00:00"
"2961159",39,265,15.2123029071412,"EIG1","Kattegat","NORRA ÖRESUND_1",56.0942,12.59032,37,2020,"2020-05-06T00:00:00"
"2961160",44,390,15.7317241714796,"EIG1","Kattegat","NORRA ÖRESUND_4",56.14332,12.50155,25.8,2020,"2020-05-06T00:00:00"
"2961161",41,349,15.6825916519246,"EIG1","Kattegat","NORRA ÖRESUND_4",56.14332,12.50155,25.8,2020,"2020-05-06T00:00:00"
"2961162",42,284,15.4094766453448,"EIG1","Kattegat","NORRA ÖRESUND_3",56.21703,12.40785,24,2020,"2020-05-06T00:00:00"
"2961163",38,252,15.0190084855058,"EIG1","Kattegat","NORRA ÖRESUND_3",56.21703,12.40785,24,2020,"2020-05-06T00:00:00"
"2961166",41,391,15.8145225527656,"EIG1","The Sound","MELLERSTA ÖRESUND_5",55.89073,12.75483,27,2020,"2020-05-06T00:00:00"
"2961168",34,285,14.9370927671458,"EIG1","The Sound","MELLERSTA ÖRESUND_3",55.92373,12.72562,35,2020,"2020-05-06T00:00:00"
"2961169",44,533,16.9586517306968,"EIG1","The Sound","MELLERSTA ÖRESUND_2",55.94048,12.70493,31,2020,"2020-05-06T00:00:00"
"2961170",32,250,14.4477913364302,"EIG1","Kattegat","NORRA ÖRESUND_1",56.0942,12.59032,37,2020,"2020-05-06T00:00:00"
"2961183",20,147,11.8266100540726,"EIG1","Kattegat","KATTEGATT UTSJÖ_3",57.33718,11.67438,62,2020,"2020-05-05T00:00:00"
"2961184",28,162,12.9115160234893,"EIG1","Kattegat","KATTEGATT UTSJÖ_14",57.44498,11.64035,48.5,2020,"2020-05-05T00:00:00"
"2961185",23,166,12.1575199458911,"EIG1","Kattegat","KATTEGATT UTSJÖ_14",57.44498,11.64035,48.5,2020,"2020-05-05T00:00:00"
"2961186",36,389,14.6078555844971,"EIG1","Kattegat","SW VINGA GF4",57.5495,11.52483,76,2020,"2020-05-05T00:00:00"
"2961189",26,163,12.7013182372733,"EIG1","Kattegat","KATTEGATT UTSJÖ_12",56.996,12.04185,50.4,2020,"2020-05-05T00:00:00"
"2961190",30,188,13.3651440214566,"EIG1","Kattegat","KATTEGATT UTSJÖ_1",57.03773,11.80013,48.5,2020,"2020-05-05T00:00:00"
"2961191",26,97,12.7247835706641,"EIG1","Kattegat","KATTEGATT UTSJÖ_1",57.03773,11.80013,48.5,2020,"2020-05-05T00:00:00"
"2961192",21,40,11.5444187999761,"EIG1","Kattegat","KATTEGATT UTSJÖ_13",57.16812,11.87272,53.6,2020,"2020-05-05T00:00:00"
"2961193",22,49,11.1808295250454,"EIG1","Kattegat","KATTEGATT UTSJÖ_13",57.16812,11.87272,53.6,2020,"2020-05-05T00:00:00"
"2961194",25,172,12.6722387580784,"EIG1","Kattegat","FLADEN",57.19117,11.66667,67,2020,"2020-05-05T00:00:00"
"2961196",21,112,11.2213166764137,"EIG1","Kattegat","ANHOLT E",56.6665,12.1165,52.3,2020,"2020-05-05T00:00:00"
"2961197",31,248,13.4987261494075,"EIG1","Kattegat","ANHOLT E",56.6665,12.1165,52.3,2020,"2020-05-05T00:00:00"
"2961198",29,117,12.7876850213069,"EIG1","Kattegat","N15",56.73282,12.25385,38.3,2020,"2020-05-05T00:00:00"
"2961199",62,288,17.5200005341,"EIG1","Kattegat","KATTEGATT_UTSJÖ_2",56.84203,11.96502,35.2,2020,"2020-05-05T00:00:00"
"2961200",24,217,12.3464269800484,"EIG1","Kattegat","KATTEGATT UTSJÖ_12",56.996,12.04185,50.4,2020,"2020-05-05T00:00:00"
"2961203",39,372,16.2927517181756,"EIG1","The Sound","MELLERSTA ÖRESUND_1",55.96337,12.7023,28,2020,"2020-05-05T00:00:00"
"2961204",53,434,16.5179058854269,"EIG1","Kattegat","NORRA ÖRESUND_5",56.20117,12.4745,23.2,2020,"2020-05-05T00:00:00"
"2961205",45,346,15.6006350456724,"EIG1","Kattegat","NORRA ÖRESUND_5",56.20117,12.4745,23.2,2020,"2020-05-05T00:00:00"
"2255652",18,214,10.1995885402606,"EIG2","Kattegat","ASKIMSFJORDEN",57.56908,11.85117,18,2016,"2016-05-13T00:00:00"
"2255653",22,172,9.69267750812053,"EIG2","Kattegat","ASKIMSFJORDEN",57.56908,11.85117,18,2016,"2016-05-13T00:00:00"
"2294666",25,163,9.3603559714169,"EIG2","The Sound","OVF 4_9",55.70167,12.88083,14.8,2017,"2017-05-24T00:00:00"
"2294681",10,30,5.7060880627491,"EIG2","Kattegat","S HALLANDS KUSTVATTEN_5",56.70972,12.62655,14.2,2017,"2017-05-23T00:00:00"
"2294690",17,137,7.26314334599264,"EIG2","Kattegat","LAHOLMSBUKTEN INRE_1",56.61367,12.82393,13.7,2017,"2017-05-23T00:00:00"
"2294692",19,85,7.93009541506922,"EIG2","Kattegat","S HALLANDS KUSTVATTEN_1",56.66765,12.67702,13.8,2017,"2017-05-23T00:00:00"
"2294838",16,117,13.9982262719112,"EIG2","Kattegat","DANA FJORD_4",57.65142,11.71213,19.7,2017,"2017-05-15T00:00:00"
"2294842",16,33,6.7004622192469,"EIG2","Kattegat","DANA FJORD_5",57.66433,11.70923,12.7,2017,"2017-05-15T00:00:00"
"2294861",5,22,4.48616204353121,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_9",57.84385,11.64975,11.2,2017,"2017-05-12T00:00:00"
"2294867",15,67,6.67920185177296,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_5",57.7774,11.70692,11.1,2017,"2017-05-12T00:00:00"
"2294868",9,34,5.67388152077807,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_8",57.78183,11.67072,13.2,2017,"2017-05-12T00:00:00"
"2294869",8,25,5.06742532616842,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_2",57.78723,11.6903,12.8,2017,"2017-05-12T00:00:00"
"2294870",33,317,11.3167597590948,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_10",57.79908,11.63432,19,2017,"2017-05-12T00:00:00"
"2294871",15,157,9.62778763024484,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_6",57.82458,11.63092,17.4,2017,"2017-05-12T00:00:00"
"2294877",7,22,4.82543119292863,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_1",57.76418,11.72328,13.9,2017,"2017-05-12T00:00:00"
"2294878",13,49,6.13298161880854,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_3",57.77237,11.68758,11.1,2017,"2017-05-12T00:00:00"
"2294888",38,643,13.2494392837101,"EIG2","Kattegat","ASKIMSFJORDEN",57.56917,11.85117,17.6,2017,"2017-05-12T00:00:00"
"2353051",27,336,11.0656723641991,"EIG2","Kattegat","LAHOLMSBUKTEN INRE_3",56.565,12.72,19,2018,"2018-05-16T00:00:00"
"2353052",28,285,12.5858095218669,"EIG2","Kattegat","LAHOLMSBUKTEN INRE_2",56.58552,12.77443,19,2018,"2018-05-16T00:00:00"
"2353053",13,118,7.41068440006513,"EIG2","Kattegat","LAHOLMSBUKTEN INRE_1",56.61367,12.82393,13.7,2018,"2018-05-16T00:00:00"
"2792388",46,689.5,9.66110406057107,"EIG2","Kiel Bay","OMBMPN3",54.60031667,10.45135,19,2017,"2017-11-14T00:00:00"
"2792389",31,588.235294117647,8.62796998249976,"EIG2","Kiel Bay","OMBMPN3",54.60031667,10.45135,19,2017,"2017-11-14T00:00:00"
"2792390",31,637.931034482759,8.90402135165229,"EIG2","Kiel Bay","OMBMPN3",54.60031667,10.45135,19,2017,"2017-11-14T00:00:00"
"2792391",30,823.529411764706,8.49825200796486,"EIG2","Kiel Bay","OMBMPN3",54.60031667,10.45135,19,2017,"2017-11-14T00:00:00"
"2792990",45,984.685562,9.82552623837704,"EIG2","Kiel Bay","OMBMPN3",54.59963333,10.4505,19,2018,"2018-11-06T00:00:00"
"2792991",32,673.509286412512,9.32729816348347,"EIG2","Kiel Bay","OMBMPN3",54.59963333,10.4505,19,2018,"2018-11-06T00:00:00"
"2792992",26,1159.33528836755,8.31147212479219,"EIG2","Kiel Bay","OMBMPN3",54.59963333,10.4505,19,2018,"2018-11-06T00:00:00"
"2792993",40,1121.21212121212,9.46420804806539,"EIG2","Kiel Bay","OMBMPN3",54.59963333,10.4505,19,2018,"2018-11-06T00:00:00"
"2793600",55,664.711628,11.3027489673057,"EIG2","Kiel Bay","OMBMPN3",54.59831667,10.4446,18,2019,"2019-10-12T00:00:00"
"2793601",41,639.296187683284,10.4773091733034,"EIG2","Kiel Bay","OMBMPN3",54.59831667,10.4446,18,2019,"2019-10-12T00:00:00"
"2793602",39,657.869012707722,10.3109924370523,"EIG2","Kiel Bay","OMBMPN3",54.59831667,10.4446,18,2019,"2019-10-12T00:00:00"
"2793603",40,696.969696969697,10.4846970753989,"EIG2","Kiel Bay","OMBMPN3",54.59831667,10.4446,18,2019,"2019-10-12T00:00:00"
"2793612",15,248.289345063539,7.72067461878739,"EIG2","Bay of Mecklenburg","OMTF0018",54.18281667,11.7666,20,2019,"2019-10-11T00:00:00"
"2793621",25,263.277937,9.19048990567735,"EIG2","Bay of Mecklenburg","OMTF0018",54.18281667,11.7666,20,2019,"2019-10-11T00:00:00"
"2793622",23,342.130987292278,9.25065584285969,"EIG2","Bay of Mecklenburg","OMTF0018",54.18281667,11.7666,20,2019,"2019-10-11T00:00:00"
"2793623",16,199.41348973607,7.71490313657243,"EIG2","Bay of Mecklenburg","OMTF0018",54.18281667,11.7666,20,2019,"2019-10-11T00:00:00"
"2793941",12,61.764705882353,6.25511498313252,"EIG2","Kiel Bay","OMF4",54.785,9.96916667,10,2016,"2016-03-02T00:00:00"
"2793971",42,798.174442190669,10.0701385797328,"EIG2","Kiel Bay","OMBMPN3",54.59935,10.45151667,20,2016,"2016-11-03T00:00:00"
"2793972",65,881.338739,11.3247160836213,"EIG2","Kiel Bay","OMBMPN3",54.59935,10.45151667,20,2016,"2016-11-03T00:00:00"
"2793981",47,1014.19878296146,10.4148424979409,"EIG2","Kiel Bay","OMBMPN3",54.59935,10.45151667,20,2016,"2016-11-03T00:00:00"
"2793982",52,831.643002028398,10.8921070907294,"EIG2","Kiel Bay","OMBMPN3",54.59935,10.45151667,20,2016,"2016-11-03T00:00:00"
"2794007",17,1104.90196078431,6.4505201868296,"EIG2","Kiel Bay","OMF3",54.78583333,9.9715,15,2016,"2016-10-26T00:00:00"
"2794008",20,1342.1568627451,6.8686653637463,"EIG2","Kiel Bay","OMF3",54.78583333,9.9715,15,2016,"2016-10-26T00:00:00"
"2794009",22,1697.05882352941,7.23910013754454,"EIG2","Kiel Bay","OMF3",54.78583333,9.9715,15,2016,"2016-10-26T00:00:00"
"2794013",19,1769.60784313725,6.59659173972589,"EIG2","Kiel Bay","OMF4",54.78483333,9.96816667,11.2,2016,"2016-10-26T00:00:00"
"2794014",25,1647.05882352941,7.21594585210938,"EIG2","Kiel Bay","OMF4",54.78483333,9.96816667,11.2,2016,"2016-10-26T00:00:00"
"2794015",20,1225.49019607843,6.91364933935708,"EIG2","Kiel Bay","OMF4",54.78483333,9.96816667,11.2,2016,"2016-10-26T00:00:00"
"2794017",36,2685.29411764706,8.49469912015665,"EIG2","Kiel Bay","OMF3",54.78583333,9.9715,15,2016,"2016-10-26T00:00:00"
"2794018",36,1719.60784313726,8.34367523999996,"EIG2","Kiel Bay","OMF3",54.78583333,9.9715,15,2016,"2016-10-26T00:00:00"
"2794023",25,1376.47058823529,7.35993266509408,"EIG2","Kiel Bay","OMF4",54.78483333,9.96816667,11.2,2016,"2016-10-26T00:00:00"
"2794024",21,1780.39215686275,6.86742076242274,"EIG2","Kiel Bay","OMF4",54.78483333,9.96816667,11.2,2016,"2016-10-26T00:00:00"
"2794050",51,500.980392156863,11.718050443565,"EIG2","Bay of Mecklenburg","OMMB10",54.36683333,11.2585,17.4,2016,"2016-10-18T00:00:00"
"2794051",52,749.019607843137,13.3269120397141,"EIG2","Bay of Mecklenburg","OMMB10",54.36683333,11.2585,17.4,2016,"2016-10-18T00:00:00"
"2794052",56,729.411764705883,12.8810137258873,"EIG2","Bay of Mecklenburg","OMMB10",54.36683333,11.2585,17.4,2016,"2016-10-18T00:00:00"
"2794053",47,594.117647058824,11.9463827983156,"EIG2","Bay of Mecklenburg","OMMB10",54.36683333,11.2585,17.4,2016,"2016-10-18T00:00:00"
"2794054",50,641.176470588235,12.7130897887673,"EIG2","Bay of Mecklenburg","OMMB10",54.36683333,11.2585,17.4,2016,"2016-10-18T00:00:00"
"2794601",8,45.0980392156863,5.07442886239433,"EIG2","Kiel Bay","OMF4",54.785,9.96916667,10,2016,"2016-03-02T00:00:00"
"2794602",8,35.2941176470588,4.50815737366992,"EIG2","Kiel Bay","OMF4",54.785,9.96916667,10,2016,"2016-03-02T00:00:00"
"2794603",12,41.1764705882353,5.82088615434732,"EIG2","Kiel Bay","OMF4",54.785,9.96916667,10,2016,"2016-03-02T00:00:00"
"2794604",8,30.3921568627451,4.70776459187665,"EIG2","Kiel Bay","OMF4",54.785,9.96916667,10,2016,"2016-03-02T00:00:00"
"2961075",30,488,14.9684212034272,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_2",57.78723,11.6903,12.8,2020,"2020-05-11T00:00:00"
"2961081",25,77,11.5246660936574,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_1",57.76418,11.72328,13.9,2020,"2020-05-11T00:00:00"
"2961082",15,64,7.16380667148876,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_3",57.77237,11.68758,11.1,2020,"2020-05-11T00:00:00"
"2961083",22,133,11.7327654462438,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_3",57.77237,11.68758,11.1,2020,"2020-05-11T00:00:00"
"2961084",6,23,4.01626136389474,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_5",57.7774,11.70692,11.1,2020,"2020-05-11T00:00:00"
"2961085",34,204,12.3334182095701,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_5",57.7774,11.70692,11.1,2020,"2020-05-11T00:00:00"
"2961086",9,18,4.87222826086957,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_2",57.78723,11.6903,12.8,2020,"2020-05-11T00:00:00"
"2961092",5,17,4.68171162742181,"EIG2","Kattegat","NORDRE ÄLVS FJORD/SÄLÖ FJORD_1",57.76418,11.72328,13.9,2020,"2020-05-11T00:00:00"
"2961111",20,175,8.26674789115954,"EIG2","Kattegat","RISÖ-SÄRÖ_2",57.5047,11.9017,10.5,2020,"2020-05-07T00:00:00"
"2961112",31,347,10.5318340162275,"EIG2","Kattegat","RISÖ-SÄRÖ_2",57.5047,11.9017,10.5,2020,"2020-05-07T00:00:00"
"2961113",8,14,4.49727240223536,"EIG2","Kattegat","RISÖ-SÄRÖ_4",57.5233,11.9033,8.2,2020,"2020-05-07T00:00:00"
"2961114",12,40,6.37175597519511,"EIG2","Kattegat","RISÖ-SÄRÖ_4",57.5233,11.9033,8.2,2020,"2020-05-07T00:00:00"
"2961117",22,163,9.7472642149188,"EIG2","Kattegat","RISÖ-SÄRÖ_3",57.48833,11.8975,14,2020,"2020-05-07T00:00:00"
"2961118",33,327,13.5202541473073,"EIG2","Kattegat","RISÖ-SÄRÖ_5",57.49477,11.86558,12,2020,"2020-05-07T00:00:00"
"2961119",38,306,14.1004874735724,"EIG2","Kattegat","RISÖ-SÄRÖ_5",57.49477,11.86558,12,2020,"2020-05-07T00:00:00"
"2961120",20,256,9.5542214346043,"EIG2","Kattegat","RISÖ-SÄRÖ_1",57.50265,11.90765,9,2020,"2020-05-07T00:00:00"
"2961121",27,300,10.0038663036957,"EIG2","Kattegat","RISÖ-SÄRÖ_1",57.50265,11.90765,9,2020,"2020-05-07T00:00:00"
"2961123",9,34,5.66461538461538,"EIG2","Kattegat","S HALLANDS KUSTVATTEN_3",56.69985,12.6384,14.9,2020,"2020-05-07T00:00:00"
"2961124",10,138,6.58968640293375,"EIG2","Kattegat","S HALLANDS KUSTVATTEN_5",56.70972,12.62655,14.2,2020,"2020-05-07T00:00:00"
"2961128",24,161,10.2662549777081,"EIG2","Kattegat","RISÖ-SÄRÖ_3",57.48833,11.8975,14,2020,"2020-05-07T00:00:00"
"2961129",31,579,14.3188596856714,"EIG2","Kattegat","LAHOLMSBUKTEN INRE_2",56.55745,12.7237,19,2020,"2020-05-07T00:00:00"
"2961130",30,674,12.5142842956719,"EIG2","Kattegat","LAHOLMSBUKTEN INRE_3",56.565,12.72,19,2020,"2020-05-07T00:00:00"
"2961131",28,409,11.9673581413456,"EIG2","Kattegat","LAHOLMSBUKTEN_YTTRE_6",56.60868,12.67802,19.8,2020,"2020-05-07T00:00:00"
"2961132",11,68,6.37149346831755,"EIG2","Kattegat","LAHOLMSBUKTEN INRE_1",56.61367,12.82393,13.7,2020,"2020-05-07T00:00:00"
"2961133",21,106,7.56163003061472,"EIG2","Kattegat","S HALLANDS KUSTVATTEN_4",56.65093,12.67613,15,2020,"2020-05-07T00:00:00"
"2961134",7,27,4.9515164870921,"EIG2","Kattegat","S HALLANDS KUSTVATTEN_1",56.66765,12.67702,13.8,2020,"2020-05-07T00:00:00"
"2961139",29,645,13.487143403398,"EIG2","Kattegat","LAHOLMSBUKTEN INRE_4",56.5388,12.73108,19,2020,"2020-05-07T00:00:00"
"2961149",25,388,12.9598557282335,"EIG2","Kattegat","SKÄLDERVIKEN_3",56.39458,12.61,20,2020,"2020-05-06T00:00:00"
"2961153",36,383,15.4123462832708,"EIG2","Kattegat","SKÄLDERVIKEN_5",56.32567,12.651,20,2020,"2020-05-06T00:00:00"
"2961167",31,133,14.0237465015889,"EIG2","The Sound","MELLERSTA ÖRESUND_4",55.90347,12.67157,17,2020,"2020-05-06T00:00:00"
"2961173",39,270,12.4312828943188,"EIG2","The Sound","SÖDRA ÖRESUND_1",55.70167,12.88083,14.8,2020,"2020-05-06T00:00:00"
"2962855",34,740.957966764418,10.0522095037045,"EIG2","Kiel Bay","OMBMPN3",54.59661667,10.45021667,18,2020,"2020-11-12T00:00:00"
"2962864",44,640.925378,10.945467066463,"EIG2","Kiel Bay","OMBMPN3",54.59661667,10.45021667,18,2020,"2020-11-12T00:00:00"
"2962865",30,461.3880742913,9.87787227973214,"EIG2","Kiel Bay","OMBMPN3",54.59661667,10.45021667,18,2020,"2020-11-12T00:00:00"
"2962866",34,720.430107526882,10.4059380617832,"EIG2","Kiel Bay","OMBMPN3",54.59661667,10.45021667,18,2020,"2020-11-12T00:00:00"
"2255656",33,170,13.297008122824,"EIG3","Kattegat","KA4",57.67,11.69,26.5,2016,"2016-05-16T00:00:00"
"2294657",36,326,13.5433966255839,"EIG3","The Sound","SÖDRA_ÖRESUND_4",55.79788,12.8291,23.3,2017,"2017-05-24T00:00:00"
"2294658",19,176,12.623666171517,"EIG3","The Sound","SÖDRA_ÖRESUND_2",55.81932,12.73985,22.6,2017,"2017-05-24T00:00:00"
"2294668",26,371,12.3650833938101,"EIG3","The Sound","SÖDRA_ÖRESUND_5",55.74768,12.81418,21.6,2017,"2017-05-24T00:00:00"
"2294682",28,265,13.2884509409832,"EIG3","Kattegat","N15",56.72167,12.44167,23.5,2017,"2017-05-23T00:00:00"
"2294687",27,178,14.1597468834915,"EIG3","Kattegat","LAHOLMSBUKTEN YTTRE_7",56.48372,12.66122,20.7,2017,"2017-05-23T00:00:00"
"2294688",11,20,5.96365834482546,"EIG3","Kattegat","LAHOLMSBUKTEN YTTRE_8",56.53065,12.61738,22.1,2017,"2017-05-23T00:00:00"
"2294689",23,275,13.649477399354,"EIG3","Kattegat","LAHOLMSBUKTEN YTTRE_10",56.54815,12.68403,20.4,2017,"2017-05-23T00:00:00"
"2294698",26,195,14.1416081651917,"EIG3","Kattegat","LAHOLMSBUKTEN YTTRE_9",56.47372,12.54782,24.7,2017,"2017-05-23T00:00:00"
"2294700",30,218,14.2758056993201,"EIG3","Kattegat","ONSALA N YTTRE KUST_8",57.52732,11.79357,22.8,2017,"2017-05-22T00:00:00"
"2294706",35,111,14.5640248918786,"EIG3","Kattegat","ONSALA N YTTRE KUST_12",57.32997,11.85378,36.4,2017,"2017-05-22T00:00:00"
"2294708",32,310,14.1525562212033,"EIG3","Kattegat","ONSALA N YTTRE KUST_11",57.38032,11.89052,26.7,2017,"2017-05-22T00:00:00"
"2294833",49,629,16.4041664396446,"EIG3","Kattegat","KA4",57.67,11.69,27.2,2017,"2017-05-15T00:00:00"
"2294837",24,398,13.3037837481436,"EIG3","Kattegat","DANA FJORD_8",57.64885,11.68973,30,2017,"2017-05-15T00:00:00"
