Number;WoRMS_AphiaID;WoRMS_Name;WoRMS_acc_AphiaID;WoRMS_accName;BQI_treatment;EIG1;EIG2;EIG3;EIG4;EIG5;EIG6;EIG7;EIG8;EIG9;EIG10;EIG11;EIG12;EIG13;EIG14;EIG15;EIG16;EIG17;EIG18;EIG19;ES_SWE
552;141799;Gibbula tumida;1477356;Steromphala tumida;141799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
553;1398927;Gilvossius tyrrhenus;1398927;Gilvossius tyrrhenus;1398927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
554;101977;Gitana sarsi;101977;Gitana sarsi;101977;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
555;137607;Glossobalanus marginatus;137607;Glossobalanus marginatus;137607;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
556;129296;Glycera;129296;Glycera;129296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
557;130116;Glycera alba;130116;Glycera alba;130116;10.02;6.85;8.93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
558;130118;Glycera capitata;130118;Glycera capitata;130118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
559;336908;Glycera fallax;336908;Glycera fallax;336908;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
560;130123;Glycera lapidum;130123;Glycera lapidum;130123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
561;183173;Glycera rouxi;130131;Glycera unicornis;183173;9.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
562;130127;Glycera rouxii;130131;Glycera unicornis;130127;9.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
563;130128;Glycera tesselata;130128;Glycera tesselata;130128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
564;130131;Glycera unicornis;130131;Glycera unicornis;130131;9.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
565;130136;Glycinde nordmanni;130136;Glycinde nordmanni;130136;10.04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
566;130696;Glyphohesione klatti;130696;Glyphohesione klatti;130696;7.23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
567;118995;Gnathia oxyuraea;118995;Gnathia oxyuraea;118995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
568;136021;Golfingia;136021;Golfingia;136021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
569;175026;Golfingia (Golfingia) elongata;175026;Golfingia (Golfingia) elongata;175026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
570;175027;Golfingia (Golfingia) margaritacea;175027;Golfingia (Golfingia) margaritacea;175027;11.31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
571;410724;Golfingia (Golfingia) vulgaris vulgaris;410724;Golfingia (Golfingia) vulgaris vulgaris;410724;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
572;136041;Golfingia elongata;175026;Golfingia (Golfingia) elongata;136041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
573;136044;Golfingia margaritacea;175027;Golfingia (Golfingia) margaritacea;136044;11.31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
574;424332;Golfingia vulgaris;410724;Golfingia (Golfingia) vulgaris vulgaris;424332;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
575;425241;Golfingia vulgaris vulgaris;410724;Golfingia (Golfingia) vulgaris vulgaris;425241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
576;2032;Golfingiidae;2032;Golfingiidae;2032;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
577;107292;Goneplax rhomboides;107292;Goneplax rhomboides;107292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
578;130140;Goniada maculata;130140;Goniada maculata;130140;9.6;NA;9.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
579;130141;Goniada norvegica;130141;Goniada norvegica;130141;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
580;953;Goniadidae;953;Goniadidae;953;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
581;117377;Gonothyraea loveni;117377;Gonothyraea loveni;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
582;238740;Grandidierella japonica;238740;Grandidierella japonica;238740;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
583;328188;Gyptis helgolandica;130197;Podarkeopsis helgolandicus;328188;8.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
584;333530;Gyptis rosea;743514;Neogyptis rosea;333530;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
585;743564;Gyraulus acronicus;743564;Gyraulus acronicus;743564;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
586;742037;Gyraulus crista;824337;Armiger crista;742037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
587;1484;Halacaridae;1484;Halacaridae;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
588;100740;Halcampa;100740;Halcampa;100740;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
589;100917;Halcampa duodecimcirrata;100917;Halcampa duodecimcirrata;100917;NA;8.52;10.47;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
590;102939;Halice abyssi;102939;Halice abyssi;102939;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
591;165853;Halichondria (Halichondria) panicea;165853;Halichondria (Halichondria) panicea;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
592;132627;Halichondria panicea;165853;Halichondria (Halichondria) panicea;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
593;132833;Haliclona (Haliclona) oculata;132833;Haliclona (Haliclona) oculata;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
594;102877;Halicreion aequicornis;102877;Halicreion aequicornis;102877;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
595;101156;Halicryptus spinulosus;101156;Halicryptus spinulosus;101156;NA;4;2;3.51;4.17;4.17;2.54;2.98;3.83;2;2.8;3.89;3;NA;4.69;1.47;1.99;NA;NA;15
596;235811;Haliplus confinis;235811;Haliplus confinis;235811;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
597;132736;Halisarca dujardini;132736;Halisarca dujardini;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
598;157951;Halitholus cirratus;157951;Halitholus cirratus;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
599;834720;Halitholus yoldiaearcticae;834720;Halitholus yoldiaearcticae;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
600;118120;Halocladius;118120;Halocladius;118100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
601;1342053;Haminella solitaria;1342053;Haminella solitaria;1342053;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
602;138054;Haminoea;138054;Haminoea;138054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;156655;Haminoea solitaria;1342053;Haminella solitaria;156655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
604;23052;Haminoeidae;23052;Haminoeidae;23052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
605;101957;Haploops tenuis;101957;Haploops tenuis;101957;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;101958;Haploops tubicola;101958;Haploops tubicola;101958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
607;1039997;Haplotaxidae;1039997;Haplotaxidae;2036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
608;103110;Hardametopa nasuta;103110;Hardametopa nasuta;103110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
609;129491;Harmothoe;129491;Harmothoe;129491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;130754;Harmothoe antilopes;130754;Harmothoe antilopes;130754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;183191;Harmothoe antilopis;130754;Harmothoe antilopes;183191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;130756;Harmothoe aspera;130756;Harmothoe aspera;130756;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
613;156510;Harmothoe elisabethae;130770;Harmothoe impar;156510;11.52;7.28;4;5.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;130762;Harmothoe extenuata;130762;Harmothoe extenuata;130762;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
615;130763;Harmothoe fragilis;130763;Harmothoe fragilis;130763;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;571832;Harmothoe glabra;571832;Harmothoe glabra;571832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;130769;Harmothoe imbricata;130769;Harmothoe imbricata;130769;NA;5.85;5;4.39;5.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
618;130770;Harmothoe impar;130770;Harmothoe impar;130770;11.52;7.28;4;5.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
619;130774;Harmothoe longisetis;130774;Harmothoe longisetis;130774;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;152287;Harmothoe lunulata;155194;Malmgrenia lunulata;152287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;155173;Harmothoe nodosa;130745;Eunoe nodosa;155173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;340478;Harmothoe sarsi;130735;Bylgides sarsi;340478;7.84;6;4.97;1;4.17;3.77;1;2.72;4.08;1;1.45;NA;NA;NA;NA;1.57;1.33;NA;NA;15
623;101716;Harpinia;101716;Harpinia;101716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
624;102960;Harpinia antennaria;102960;Harpinia antennaria;102960;11.19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
625;102963;Harpinia crenulata;102963;Harpinia crenulata;102963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
626;102968;Harpinia laevis;102968;Harpinia laevis;102968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
627;102972;Harpinia pectinata;102972;Harpinia pectinata;102972;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
628;102975;Harpinia serrata;102975;Harpinia serrata;102975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
629;137597;Harrimania kupfferi;137597;Harrimania kupfferi;137597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
630;117378;Hartlaubella gelatinosa;117378;Hartlaubella gelatinosa;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
631;102317;Haustorius arenarius;102317;Haustorius arenarius;102317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
632;509412;Haustorius arenarius;491532;Parahaustorius holmesi;509412;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
633;152302;Hediste diversicolor;152302;Hediste diversicolor;152302;NA;4.74;NA;4.17;4.05;4.46;NA;3.55;3.51;NA;NA;4.03;3;NA;4.77;NA;NA;NA;NA;5
634;160019;Helobdella stagnalis;160019;Helobdella stagnalis;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
635;389288;Hemigrapsus takanoi;389288;Hemigrapsus takanoi;389288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
636;110510;Hemilamprops assimilis;110510;Hemilamprops assimilis;110510;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
637;110511;Hemilamprops cristatus;110511;Hemilamprops cristatus;110511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
638;247753;Hemilamprops rosea;110514;Hemilamprops roseus;247753;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
639;110514;Hemilamprops roseus;110514;Hemilamprops roseus;110514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
640;246148;Hemilepton nitidum;246148;Hemilepton nitidum;246148;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
641;118089;Hemiptera;118089;Hemiptera;118089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
642;0;Heptagenia sulphurea;0;Heptagenia sulphurea;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
643;867492;Hermania scabra;867492;Hermania scabra;867492;9.94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
644;946;Hesionidae;946;Hesionidae;946;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
645;138749;Heteranomia squamula;138749;Heteranomia squamula;138749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
646;129214;Heteromastus;129214;Heteromastus;129214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
647;129884;Heteromastus filiformis;129884;Heteromastus filiformis;129884;4.67;6.83;5.35;5.77;6.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
648;136465;Heterotanais oerstedi;136466;Heterotanais oerstedii;136465;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
649;136466;Heterotanais oerstedii;136466;Heterotanais oerstedii;136466;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
650;138068;Hiatella;138068;Hiatella;138068;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
651;140103;Hiatella arctica;140103;Hiatella arctica;140103;NA;11.02;9.32;4.42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
652;607402;Hilbigneris gracilis;607402;Hilbigneris gracilis;607402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
653;246052;Hinia;246140;Tritia;246052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
654;416628;Hinia incrassata;876825;Tritia incrassata;416628;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
655;246053;Hinia pygmaea;1391526;Tritia varicosa;246053;8.57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
656;416627;Hinia reticulata;876821;Tritia reticulata;416627;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
657;102570;Hippomedon denticulatus;102570;Hippomedon denticulatus;102570;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
658;2041;Hirudinea;2041;Hirudinea;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
659;123083;Holothuroidea;123083;Holothuroidea;123083;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
660;122309;Hoplonemertea;122309;Hoplonemertea;122309;9.87;6.59;7;5.15;4;4.46;1;3.4;4.7;NA;NA;4.29;3;NA;5.2;NA;1.36;1;1.25;10
661;140129;Hyala vitrea;140129;Hyala vitrea;140129;8.46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
662;0;Hydrachnellae;738272;Hydrachnidia;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
663;738272;Hydrachnidia;738272;Hydrachnidia;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
664;151717;Hydractinia carnea;151718;Podocoryna carnea;151717;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
665;117644;Hydractinia echinata;117644;Hydractinia echinata;117644;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
666;1601;Hydractiniidae;1601;Hydractiniidae;1601;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
667;138081;Hydrobia;138081;Hydrobia;138081;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
668;140123;Hydrobia acuta;140123;Hydrobia acuta;140123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
669;465551;Hydrobia acuta neglecta;465551;Hydrobia acuta neglecta;465551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
670;140126;Hydrobia ulvae;151628;Peringia ulvae;140126;8.86;5.09;7.54;3.31;3.08;5.64;NA;NA;NA;NA;NA;6;3.01;NA;4.42;NA;NA;NA;NA;5
671;140127;Hydrobia ventrosa;238104;Ecrobia ventrosa;140127;NA;NA;NA;4.7;NA;6.85;NA;NA;NA;NA;NA;NA;4.11;NA;NA;NA;NA;NA;NA;5
672;120;Hydrobiidae;120;Hydrobiidae;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
673;152195;Hydroida;19494;Hydroidolina;152195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
674;131009;Hydroides norvegica;131009;Hydroides norvegica;131009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
675;19494;Hydroidolina;19494;Hydroidolina;19494;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
676;1337;Hydrozoa;1337;Hydrozoa;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
677;152250;Hypereteone foliosa;152250;Hypereteone foliosa;152250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
678;103251;Hyperia galba;103251;Hyperia galba;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
679;118454;Idotea;118454;Idotea;118454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
680;119039;Idotea balthica;119039;Idotea balthica;119039;NA;8.89;NA;4.62;4.29;NA;NA;5.31;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;5
681;325483;Idotea baltica;119039;Idotea balthica;325483;NA;8.89;NA;4.62;4.29;NA;NA;5.31;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;5
682;119042;Idotea chelipes;119042;Idotea chelipes;119042;NA;NA;NA;NA;4;NA;NA;4.89;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;10
683;119044;Idotea granulosa;119044;Idotea granulosa;119044;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
684;119048;Idotea neglecta;119048;Idotea neglecta;119048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
685;1307;Insecta;1307;Insecta;1307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
686;102347;Iphimedia obesa;102347;Iphimedia obesa;102347;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
687;110391;Iphinoe;110391;Iphinoe;110391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
688;110462;Iphinoe trispinosa;110462;Iphinoe trispinosa;110462;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
689;510499;Irregularia;510499;Irregularia;510499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
690;101388;Isaeidae;101388;Isaeidae;101388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
691;102412;Ischyrocerus anguipes;102412;Ischyrocerus anguipes;102412;NA;11.71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
692;1131;Isopoda;1131;Isopoda;1131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
693;118364;Jaera;118364;Jaera;118364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
694;264171;Jaera (Jaera) albifrons;264171;Jaera (Jaera) albifrons;264171;NA;NA;NA;4.39;5.35;3.67;NA;3.94;NA;NA;4;NA;2.99;NA;NA;NA;NA;NA;NA;15
695;264818;Jaera (Jaera) albifrons albifrons;264818;Jaera (Jaera) albifrons albifrons;264818;NA;NA;NA;4.39;5.35;3.67;NA;3.94;NA;NA;4;NA;2.99;NA;NA;NA;NA;NA;NA;15
696;264177;Jaera (Jaera) ischiosetosa;264177;Jaera (Jaera) ischiosetosa;264177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
697;118715;Jaera albifrons;264171;Jaera (Jaera) albifrons;118715;NA;NA;NA;4.39;5.35;3.67;NA;3.94;NA;NA;4;NA;2.99;NA;NA;NA;NA;NA;NA;15
698;119067;Jaera albifrons albifrons;264818;Jaera (Jaera) albifrons albifrons;119067;NA;NA;NA;4.39;5.35;3.67;NA;3.94;NA;NA;4;NA;2.99;NA;NA;NA;NA;NA;NA;15
699;118719;Jaera ischiosetosa;264177;Jaera (Jaera) ischiosetosa;118719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
700;118732;Janira maculosa;118732;Janira maculosa;118732;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
701;129533;Jasmineira;129533;Jasmineira;129533;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
